stars,comment
5.0 out of 5 stars,"







  
  
    Good product
  
"
1.0 out of 5 stars,"







  
  
    I received same book as twice
  
"
5.0 out of 5 stars,"







  
  
    I loved it !
  
"
5.0 out of 5 stars,"







  
  
    I have purchased it few days before lockdown, and it was a great purchase ever.  My 2year old son is very happy having this.
  
"
5.0 out of 5 stars,"







  
  
    It's excellent than I expected. Go ahead. My one year old baby loves it soo muchThank you Amazon
  
"
4.0 out of 5 stars,"







  
  
    Good product.Size is lil small n price feels lil more that's why gave 4 stars.Else it's good.Nice packing
  
"
5.0 out of 5 stars,"







  
  
    Very important for the early education of children
  
"
5.0 out of 5 stars,"







  
  
    Quality is good. My kid love it. Contains all information with clear images..
  
"
5.0 out of 5 stars,"







  
  
    Best set of books for baby above 1 year old. My son likes these books very much. Even though the book is in small size he like it so much.
  
"
5.0 out of 5 stars,"







  
  
    A must to have for kids
  
"
5.0 out of 5 stars,"







  
  
    Nice quality.easily used by small kid.
  
"
5.0 out of 5 stars,"







  
  
    Very useful for kids.
  
"
4.0 out of 5 stars,"







  
  
    This is good product with superb quality little bit small but it is good for kids because they can't tear it board quality is good and letters are big enough to seen
  
"
5.0 out of 5 stars,"







  
  
    My child loved it!
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    Nice books
  
"
4.0 out of 5 stars,"







  
  
    Best for children's. product was hampered during transportation. amazon should look into packing strategy.
  
"
5.0 out of 5 stars,"







  
  
    Worth the money! Small books for small hands! Covers a lot of words and actual Montessori type pictures, no cartoons.  Looks great on the bookshelf too.
  
"
5.0 out of 5 stars,"







  
  
    It contains good books my kid like it
  
"
5.0 out of 5 stars,"







  
  
    Quality product
  
"
5.0 out of 5 stars,"







  
  
    Very nice set of books for kids to get acquainted with flowers, birds, animals numbers, alphabet etc.
  
"
5.0 out of 5 stars,"







  
  
    Best books 📚  there are 10 books with good examples... We loved this books.. If you want good books to teach ur child go Ahead with this books 👍🏻
  
"
5.0 out of 5 stars,"







  
  
    Best quality product in reasonable price!Really amazing product in terms of quality and the content. You can buy without any second thought !
  
"
5.0 out of 5 stars,"







  
  
    Good books. My kid love it
  
"
3.0 out of 5 stars,"







  
  
    Too small books
  
"
5.0 out of 5 stars,"







  
  
    My one year old boy love it. Now I can read my book,  he has got his. No sharp edges , rough usable
  
"
5.0 out of 5 stars,"







  
  
    Best buyBest first book
  
"
5.0 out of 5 stars,"







  
  
    Great quality printed satisfied. Want to increase the picture size. I already have a solimo product comparatively image size little bit big that  is the different.
  
"
5.0 out of 5 stars,"







  
  
    It is a good purchase as my 15months old son has started identifying various birds, objects and animals. His vocabulary has increased well. I'm happy to have bought this book collection for him.
  
"
5.0 out of 5 stars,"







  
  
    Awesome purchase..!!! My 15 month baby loves it..and now able to recognise pictures very well. Hard bounded books just made for tiny hands..go for it without any 2nd thought.
  
"
5.0 out of 5 stars,"







  
  
    Good one. My niece is enjoying seeing the pictures of all books. We are able to teach her too...
  
"
5.0 out of 5 stars,"







  
  
    Nice books liked it..
  
"
3.0 out of 5 stars,"







  
  
    Books are so small and alphabet are also written in small... but my baby is small so she likes pictures witch are given very perfectly... good product.. but price is high as per book size.
  
"
5.0 out of 5 stars,"







  
  
    Wonderful offer and worth the price
  
"
4.0 out of 5 stars,"







  
  
    What a good piece of library for kids.... recommended... go for it.
  
"
5.0 out of 5 stars,"







  
  
    Quality of the books is very niceKids like it
  
"
5.0 out of 5 stars,"







  
  
    The book is good.
  
"
3.0 out of 5 stars,"







  
  
    Book quality is good..but till letter R, each page has one letter and one photo but from S onwards each page has 2 letter n photo..
  
"
5.0 out of 5 stars,"







  
  
    It is a very good idea to buy these books for your two year old . Helps to learn a lot. Good buy indeed.
  
"
5.0 out of 5 stars,"







  
  
    Nice pictures to relate with real world. Cartoon pics don't have the same effect. The quality of pages is also very good.
  
"
5.0 out of 5 stars,"







  
  
    Good Quality, Nice presentation, Helpful to kids more than three years
  
"
5.0 out of 5 stars,"







  
  
    Worth money,my 2yr baby learned to speak with the help of it.my toddler loves it..
  
"
4.0 out of 5 stars,"







  
  
    product was used for my grandson who enjoys them immensely
  
"
4.0 out of 5 stars,"







  
  
    Good paper quality, very nice it is for small kids... size of the paper can be improves
  
"
3.0 out of 5 stars,"







  
  
    Must form in large size
  
"
4.0 out of 5 stars,"







  
  
    The books set is amazing but size is too small. Fit for kids though. Printing, quality is nice except in colors books, it could have been better.
  
"
1.0 out of 5 stars,"







  
  
    Product does t describe the size of the product, it's a complete waste when compared with the size, it's a pocket size set, not worth it
  
"
4.0 out of 5 stars,"







  
  
    Good quality, large font, colorful pictures, perfect size to hold by tiny little hands.My two years old daughter loves this set of books.
  
"
5.0 out of 5 stars,"







  
  
    These board books are just perfect for toddlers before introducing paperbacks. The size is apt for early learners. Good quality. Value for money.
  
"
5.0 out of 5 stars,"







  
  
    Must buy.. In 399
  
"
4.0 out of 5 stars,"







  
  
    Quite handy and kids can learn new words with pictures  and according to me vocabulary is also good a
  
"
4.0 out of 5 stars,"







  
  
    Use full book but cost is too high
  
"
5.0 out of 5 stars,"







  
  
    Good one
  
"
4.0 out of 5 stars,"







  
  
    Size of the books is very small.Apart from that the quality is good. Overall its good
  
"
5.0 out of 5 stars,"







  
  
    Excellent product for child education...most  important thing the book is made with good quality papers
  
"
5.0 out of 5 stars,"







  
  
    Excellent sturdy material for babies. very useful for teaching them. Prepared nicely. Worth it.
  
"
4.0 out of 5 stars,"







  
  
    Higher price
  
"
3.0 out of 5 stars,"







  
  
    It is tiny and fits in your palm
  
"
4.0 out of 5 stars,"







  
  
    It is worthy gift to my baby. She is very interested to learn things from the book. The product is very handy for my 2 year old baby.
  
"
3.0 out of 5 stars,"







  
  
    It is good,  but my 1.6 years son tore them off within 2 months for ade
  
"
4.0 out of 5 stars,"







  
  
    My baby who is 7 months enjoys to go through all these books. She likes the images and colors and the variety. Highly recommended.
  
"
5.0 out of 5 stars,"







  
  
    Very nice
  
"
5.0 out of 5 stars,"







  
  
    Very good quality of books. From print, color, paper quality, content. Everything is gr8
  
"
5.0 out of 5 stars,"







  
  
    Good one for babies. Able to relate the picture and the real ones.
  
"
5.0 out of 5 stars,"







  
  
    Excellent quality
  
"
5.0 out of 5 stars,"







  
  
    Good quality books. Perfect for my nephew who is 6 minths old. He loves the vibrant colours and since the pages are thick it is not easily torn. Happy with the purchase
  
"
5.0 out of 5 stars,"







  
  
    Well researched book for tiny minds. My lo is just 13.5 months, she just loves to turn the pages and loves it. She has been biting the books, still books are quite fine.
  
"
4.0 out of 5 stars,"







  
  
    Good set of educational books for babies with colourful pictures.
  
"
5.0 out of 5 stars,"







  
  
    Very nice quality. Just should have been more indianised. Many  Fruits and animals are of foreign country
  
"
5.0 out of 5 stars,"







  
  
    Good quality product.....go for it without any doubt.
  
"
5.0 out of 5 stars,"







  
  
    My baby really likes it. And learning the things in it. Fantastic books. She is only 18months now but she learns some of them
  
"
5.0 out of 5 stars,"







  
  
    This is what I wanted for my 9 months old baby, her first books of library. Superb quality but only one rectification is,  we can't teach them p for pizza. Please try to rectify this. Otherwise it is perfect learning material for kids.
  
"
5.0 out of 5 stars,"







  
  
    Indeed these books were my son's first library books. He has learned a lot from it.  Go grab one if you have a toddler at home
  
"
5.0 out of 5 stars,"







  
  
    Good worth the money
  
"
5.0 out of 5 stars,"







  
  
    Nice collection of board books with clear images and names. Its good for babies as well as toddlers.
  
"
5.0 out of 5 stars,"







  
  
    Excellent book for babies
  
"
5.0 out of 5 stars,"







  
  
    Its helpful for yungers. Quality of product is also good. Buy it for up to 12 months kids. They will enjoy with these book up to 3 years.
  
"
5.0 out of 5 stars,"







  
  
    Superb books... Jisha loves this books..
  
"
1.0 out of 5 stars,"







  
  
    Very small size. Should be mentioned pocket books
  
"
5.0 out of 5 stars,"







  
  
    Books are in square shape with single object in each page. Print quality is good.  Size could be 8*8 Cm
  
"
3.0 out of 5 stars,"







  
  
    Size is very small so my baby doesn't give attention to it. Better we can buy in local shops big books for this cost.
  
"
4.0 out of 5 stars,"







  
  
    my 20 month old daughter absolutely loves her mini library...the books are of good quality and the colourful images keep her engaged for quite some time.definitely recommended!
  
"
5.0 out of 5 stars,"







  
  
    Super 💓
  
"
5.0 out of 5 stars,"







  
  
    Hardbook and this is a best option for baby learning new words and understanding objects through pictures. Value for money and the product is worth.
  
"
5.0 out of 5 stars,"







  
  
    I baught for my daughter 6 months back. She loved the books. She learned a lot from them. She teared off all the pages. Now I use them as cards.
  
"
5.0 out of 5 stars,"







  
  
    I am very much  satisfied with this purchase.
  
"
5.0 out of 5 stars,"







  
  
    My 1year old baby loves playing with these books, She always searches for a panda in the set.
  
"
5.0 out of 5 stars,"







  
  
    My son has developed interest in reading books and this activity keep him busy for hoursI am a happy mother!
  
"
5.0 out of 5 stars,"







  
  
    Great deal
  
"
5.0 out of 5 stars,"







  
  
    Amazing Product worth buying. For those who say flash cards are too small, come on , it's kids we are talking about, and the size is perfect for them to handle and use . My son is loving it and not ready to leave the books alone 😄😄
  
"
5.0 out of 5 stars,"







  
  
    size can be little bit more.some easy example can be there as for first time learner.
  
"
5.0 out of 5 stars,"







  
  
    It's very small Books but very nice for Little hand's... My daughter loved it . She is 16 months old , started... Using very nicely.... I m Happy with this , My Daughters first library Box Books set.....
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    Recommended for babies(3 month - 1 year), Very good quality
  
"
5.0 out of 5 stars,"







  
  
    Amazing
  
"
4.0 out of 5 stars,"







  
  
    Good for kids
  
"
5.0 out of 5 stars,"







  
  
    Excellent!!! My baby is addicted and has learnt so many new words..
  
"
3.0 out of 5 stars,"







  
  
    My 2 month old princess looks at itIt builds observation skillThank you
  
"
5.0 out of 5 stars,"







  
  
    Nice book. Quality of book is good and kids cant tear the book..box quality is also good to keep book at one place..amazon is amazing, delivered product on time..
  
"
4.0 out of 5 stars,"







  
  
    It's very small. Good quality. Good till 2 yr old kid
  
"
5.0 out of 5 stars,"







  
  
    Really nice product. Quality is too good. Size of book is good for kids. My kid likes it very much.
  
"
5.0 out of 5 stars,"







  
  
    Good printing quality, size and standard also very good. Good product all together
  
"
5.0 out of 5 stars,"







  
  
    Its Really nice ,Sturdy,Good quality...May be we can find this cheaper in local market bt as we are avoiding markets so this is best set for my 2 year old kid.
  
"
5.0 out of 5 stars,"







  
  
    Value for money. Also this will be a perfect gift item. Good quality with respect to the money.
  
"
5.0 out of 5 stars,"







  
  
    Best ever
  
"
5.0 out of 5 stars,"







  
  
    Nice small books, helpful for growing child
  
"
5.0 out of 5 stars,"







  
  
    My 1.5 yrs old kid just loves it . Quality is very good.
  
"
5.0 out of 5 stars,"







  
  
    It's good for kids and also it is very durable. l recommend this product.
  
"
5.0 out of 5 stars,"







  
  
    My toddler enjoys learning with this set of books
  
"
5.0 out of 5 stars,"







  
  
    Nice productMy son is very happy
  
"
5.0 out of 5 stars,"







  
  
    Good quality of books, it’s attractive with it’s colorful pictures in good qualities, my son just loved it. Thank you.
  
"
4.0 out of 5 stars,"







  
  
    Boht hi chota sa pyara sa pack hai. Ek book ek hatheli jitni hai just. Zyada socho mat le lo. Apko pachtawa nahi hoga.
  
"
5.0 out of 5 stars,"







  
  
    Very nice collection.Good quality books.The size is small but comfortable for my child to hold.
  
"
5.0 out of 5 stars,"







  
  
    Very good  product, proper plastic coatted,
  
"
5.0 out of 5 stars,"







  
  
    My daughter who barely 1.5 months loves these books n had learnt so many things frm these books... They are amazing set of books... Ideal for gifting too... Thank you
  
"
5.0 out of 5 stars,"







  
  
    My 11 months baby started to use these books.... Very useful, good quality,
  
"
5.0 out of 5 stars,"







  
  
    Very nice colourful books. Hard bound and sturdy
  
"
5.0 out of 5 stars,"







  
  
    Nice quality books. Must have for learning. Size is perfect for kids as it’s easy to handle and carry also.
  
"
5.0 out of 5 stars,"







  
  
    Nice product
  
"
4.0 out of 5 stars,"







  
  
    The quality of the books is really good and it even comes with a hard case to perfectly store them
  
"
5.0 out of 5 stars,"







  
  
    Book page thickness are suitable for new learning baby.
  
"
5.0 out of 5 stars,"







  
  
    Great choice for naughty kids.
  
"
5.0 out of 5 stars,"







  
  
    My kid like this product.... He spend more time  these book and he avoid mobile... Very happy 😊😊😊 before join to the school definitely purchase these books
  
"
4.0 out of 5 stars,"







  
  
    Very useful for kids of small age . Quality is also very nice. Waterproof makes it very handy to kids
  
"
5.0 out of 5 stars,"







  
  
    Excellent quality and contents. Baby enjoyed it.
  
"
5.0 out of 5 stars,"







  
  
    A good collection of all the basics learning books with very good quality and colourful appearance.. best suited and manageable for tiny hands.. Go for it..👍
  
"
5.0 out of 5 stars,"







  
  
    A very wonderful product.. my 2 yrs son is enjoying reading .. images are soooo good.. quality is also awesome.. I would recommend this for sure for your little ones..
  
"
5.0 out of 5 stars,"







  
  
    Perfect books for beginners!
  
"
5.0 out of 5 stars,"







  
  
    Useful...my son enjoys time with all books.
  
"
3.0 out of 5 stars,"







  
  
    The quality of the product  is nice. It's looks like flash cards. I got the same 10 books. The books covered with thick box.
  
"
5.0 out of 5 stars,"







  
  
    Go for it
  
"
5.0 out of 5 stars,"







  
  
    These books are so cute, bright and colorful. Perfect for the little toddler's little hands to hold.
  
"
5.0 out of 5 stars,"







  
  
    Nice
  
"
5.0 out of 5 stars,"







  
  
    Must buy for a child. Apt library for the lil ones who are stepping into the world of letters. My 2 year old just loved this. Dear moms, no second thoughts for this.😍👌👌👌
  
"
3.0 out of 5 stars,"







  
  
    Nice
  
"
5.0 out of 5 stars,"







  
  
    Amazing product. Great for small kids. My 2&1/2 yr son enjoys these books. Nice , relevant and clear picture. Good quality.
  
"
5.0 out of 5 stars,"







  
  
    Brought it for my 18 month old. The pages are sturdy and difficult to tear. The kiddo loves them to explore them on his own
  
"
5.0 out of 5 stars,"







  
  
    good book.. good paper.. good graphics. everything is good.
  
"
5.0 out of 5 stars,"







  
  
    My son is 3and half....he loves to read this book ...
  
"
3.0 out of 5 stars,"







  
  
    Best for gift.But not quite economical. Could be 250-300 Maxx.
  
"
4.0 out of 5 stars,"







  
  
    Nice print , easy to hold and baby likes them too
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
4.0 out of 5 stars,"







  
  
    It was just awesome product.. Very useful for growing babies.. Size was lil bit smaller but it doesn't matter.. Quality also too gud.. Thank u amazon
  
"
1.0 out of 5 stars,"







  
  
    The content is not super good. Check out the flash cards from OM book store
  
"
5.0 out of 5 stars,"







  
  
    Excellent product for the learning of your toddler my 2-year-old son enjoyed it.
  
"
5.0 out of 5 stars,"







  
  
    Nice to use children
  
"
3.0 out of 5 stars,"







  
  
    Very small book
  
"
4.0 out of 5 stars,"







  
  
    Good Quality
  
"
3.0 out of 5 stars,"







  
  
    According to the size it’s too costly
  
"
3.0 out of 5 stars,"







  
  
    They are small books. Most of the content are western ones. It would be wonderful to have indianized version.
  
"
4.0 out of 5 stars,"







  
  
    Can be better to have body parts book also
  
"
5.0 out of 5 stars,"







  
  
    Must have board books for 6+ months babiesThanks a lot for this collectionGood quality, value for moneyGo for it without 2nd thought
  
"
4.0 out of 5 stars,"







  
  
    Very nice handy book my twins loved dem good for kids was very confused for buying but liked it packing was aso good no damage nothing.
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    A nice attractive and useful set of books. Pictures are bright and it's easy to hold.  Overall a good purchase
  
"
5.0 out of 5 stars,"







  
  
    Just opened the box of books, loved it.My one year son is fascinated by these books.Superb quality n pictures are very clear that attracts babies.Thanku for this amazing product.My Son loves them all.Worth the price...
  
"
5.0 out of 5 stars,"







  
  
    Perfect for books 🙂
  
"
5.0 out of 5 stars,"







  
  
    Must have . It definitely is very good for kids to understand with colourful pictures. My kid just loves this all the time. Kid age : 8M.
  
"
5.0 out of 5 stars,"







  
  
    My son of 1.5 years old loves these books . They are light to hold with his tiny hands.Thickness of the pages is good would last a while.
  
"
5.0 out of 5 stars,"







  
  
    Good for 8months plus babies...
  
"
5.0 out of 5 stars,"







  
  
    Nice product, but little bit damaged while in a transport. Quality wise good. Good information
  
"
5.0 out of 5 stars,"







  
  
    Good product. My 10month old son really loved it...
  
"
2.0 out of 5 stars,"







  
  
    the product is good but got double of the farm animals which should not happen
  
"
5.0 out of 5 stars,"







  
  
    Nice collection for kids
  
"
5.0 out of 5 stars,"







  
  
    I'm happy with the item and delivery. I received the item 3 days before delivery date. Item is small but it is good for toddlers and my daughter luv it
  
"
5.0 out of 5 stars,"







  
  
    Excellent gift for kids,
  
"
5.0 out of 5 stars,"







  
  
    Very good quality books. Must have for babies.
  
"
4.0 out of 5 stars,"







  
  
    Good for child
  
"
5.0 out of 5 stars,"







  
  
    My kid enjoyed these books.
  
"
5.0 out of 5 stars,"







  
  
    Good variety of pictures..everything is realistic..my 1.5 yr kid likes it a lot
  
"
5.0 out of 5 stars,"







  
  
    My baby love this set of books
  
"
5.0 out of 5 stars,"







  
  
    I bought it for my 2 year old daughter and she really enjoys themGreat source for developing learning skills
  
"
5.0 out of 5 stars,"







  
  
    Very useful from 2.5 years old
  
"
4.0 out of 5 stars,"







  
  
    Its a good book for 6+ month babies. I brought for my 1.5 yr son but when i got this the book contained box is torned so i returned anyway it is awesome for babies.
  
"
4.0 out of 5 stars,"







  
  
    Amazing boxset . Great material . Definitely recommend !!
  
"
5.0 out of 5 stars,"







  
  
    Quality is very good. But few contents like birds, animal, fruits, vegetables are not found often in India, so there should be an Indian version.
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     My little one loved it ,she can seat for 30 min @ one place while seeing these books,otherwise she can't stay @one place for a while
  
"
4.0 out of 5 stars,"







  
  
    It's really Good product. My son loved these books. He likes to see these books all the time. It easliy keeps him engage for 15-20 min each time. Very nice books!!
  
"
3.0 out of 5 stars,"







  
  
    Book is handy but pictures are very dull, not attractive.. need to be little more bright..
  
"
5.0 out of 5 stars,"







  
  
    Good product,if you want to purchase go ahead🙂.
  
"
1.0 out of 5 stars,"







  
  
    Returned it bcz print quality was below average and i got better quality books in local markit for rs 15 per book and full set of 10 books for 150 rs only. Please go out and search around.
  
"
5.0 out of 5 stars,"







  
  
    Book is small in size but worth good quality....
  
"
5.0 out of 5 stars,"







  
  
    Very colorful and sturdy books. Small enough to keep in front of baby's eyes, thus ensuring baby does not get distracted. Would definitely recommend.
  
"
5.0 out of 5 stars,"







  
  
    Lovely books, very expressive and self explanatory. They are tiny and that makes these super cute.
  
"
5.0 out of 5 stars,"







  
  
    My 18 month old is in love with these books. He is able to grasp all the words and identifies the pictures. It’s a great way to spend time with your little one. A great buy and completely worth the price!
  
"
5.0 out of 5 stars,"







  
  
    Nice books with pictures for toddlers to learn new things.Value for money.
  
"
5.0 out of 5 stars,"







  
  
    Good quality
  
"
4.0 out of 5 stars,"







  
  
    Books are really Good... My daughter has learned many things looking at the pictures and enjoys playing with them all day long.. The pages of the books are thick which cannot be easily bend.
  
"
1.0 out of 5 stars,"







  
  
    Got misprints in 2 or more booksMust check before send.
  
"
1.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     The size of book is very small in comparison of others in market. "" My cute board book"" is better than this. Really disappointed.
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     My baby is very happy with this books, she loved it.first library is awesome library for kids.
  
"
5.0 out of 5 stars,"







  
  
    This is nice book set for kids who started recognizing things my daughter can recognize all the things in one month only great set of books
  
"
5.0 out of 5 stars,"







  
  
    Excellent
  
"
5.0 out of 5 stars,"







  
  
    My child is loved this book
  
"
5.0 out of 5 stars,"







  
  
    Very useful for toddlers who are learning to speak . I loved this small library. Thanks amazon.
  
"
4.0 out of 5 stars,"







  
  
    Good but not as big as the box and books appear in the photos. Price ok. Hard bind and pages.
  
"
5.0 out of 5 stars,"







  
  
    One of the best things you can give to a toddler. These are my 1 year old's favourite go to toys for months now.
  
"
5.0 out of 5 stars,"







  
  
    It was for a gifting purpose received on time and quality was good.
  
"
5.0 out of 5 stars,"







  
  
    Due to its manufacturing packaging, it is delivered in healthy condition.
  
"
4.0 out of 5 stars,"







  
  
    What a qulaity product yaar...My daughter is always with this books..Good product from amazone
  
"
5.0 out of 5 stars,"







  
  
    Best books for children, my 3 year old loves these books and at least takes it twice a day to read and practice
  
"
4.0 out of 5 stars,"







  
  
    It's a nice purchase for kids. A Hubble suggestions, if it's more interactive in pictures like other brands means this will be the best product.
  
"
2.0 out of 5 stars,"







  
  
    Very very small..like a pocket diary.. expected a bit more decent books . But it's too small..not worth the money they charge.. disappointed 😟
  
"
3.0 out of 5 stars,"







  
  
    10 packs of book, all are of 5/6 inch height.Having multiple photos, kids would like it.Would have given in some more cheaper rate.
  
"
3.0 out of 5 stars,"







  
  
    The books r good but small in size
  
"
5.0 out of 5 stars,"







  
  
    It's a very good collection of books that teaches kids basic shapes, colors, animals, vegetables, fruits etc
  
"
5.0 out of 5 stars,"







  
  
    The pages are thick and strong which is good when handled by a baby. But the books are small. A bit bigger than a typical coaster.
  
"
5.0 out of 5 stars,"







  
  
    Its very much helpful for Toddlers..these books will improve their vocabulary,speech n language skills to an extend
  
"
5.0 out of 5 stars,"







  
  
    Very happy..My 10 month old baby sees, reads and plays and eats with full fun...
  
"
5.0 out of 5 stars,"







  
  
    Wow what a great book is this.  For play group kids it will be very useful. my daughter is learning many things in advance with the help of this book. She is just two and half years old.
  
"
5.0 out of 5 stars,"







  
  
    Perfect to my son. He like very much. I strongly recommended.
  
"
3.0 out of 5 stars,"







  
  
    Books are quite small however loved the quality.Good deal to buy.
  
"
5.0 out of 5 stars,"







  
  
    Love the colors in the book's images are relatable
  
"
3.0 out of 5 stars,"







  
  
    The quality is good but it's too tiny it's small than your smart phone. Seems to be very tiny in real comparing to the product images shown.
  
"
5.0 out of 5 stars,"







  
  
    I love them. Very useful for kids with beautiful pictures which attract them to learning.
  
"
5.0 out of 5 stars,"







  
  
    Good quality of material
  
"
5.0 out of 5 stars,"







  
  
    Great product... Easy to use for kids!! Worth for money.
  
"
5.0 out of 5 stars,"







  
  
    Sturdy, colourful and great for tiny hands to hold.
  
"
5.0 out of 5 stars,"







  
  
    Kids love to read
  
"
5.0 out of 5 stars,"







  
  
    Very nice products..... May baby is very happy also
  
"
5.0 out of 5 stars,"







  
  
    Quality is very good. Surely recommended for kids above 1.5 years. Good illustrations
  
"
5.0 out of 5 stars,"







  
  
    Really liked the product...though the book size is small but it's good for 2-3 years old kids...my baby liked it so much..
  
"
3.0 out of 5 stars,"







  
  
    Pocket books.Very small.Pictures are small but  nice and many.
  
"
5.0 out of 5 stars,"







  
  
    Must buy
  
"
5.0 out of 5 stars,"







  
  
    Good quality. Small but this is enough for our kids. They can also handle it gently.
  
"
5.0 out of 5 stars,"







  
  
    My  6 months baby boy just love to see the pictures 😍
  
"
5.0 out of 5 stars,"







  
  
    Pages are good not easily to year up by babies.
  
"
5.0 out of 5 stars,"







  
  
    Must buy
  
"
5.0 out of 5 stars,"







  
  
    Every parents should buy this awesome learning books
  
"
5.0 out of 5 stars,"







  
  
    Liked
  
"
5.0 out of 5 stars,"







  
  
    Useful for toddlers....Good Page Quality ...Very Informative
  
"
4.0 out of 5 stars,"







  
  
    Good for children
  
"
5.0 out of 5 stars,"







  
  
    My 15 months old son has learnt a lot from this set... These books have better content and material quality as compared to other books in the market.
  
"
5.0 out of 5 stars,"







  
  
    My baby just loves it...
  
"
5.0 out of 5 stars,"







  
  
    Nice board books for infants. Good to teach in identifying things.
  
"
5.0 out of 5 stars,"







  
  
    Very well made design for kids ...
  
"
5.0 out of 5 stars,"







  
  
    Good Product, Essential for children
  
"
5.0 out of 5 stars,"







  
  
    The quality is good. Its easier to understand for kids and worth buying
  
"
5.0 out of 5 stars,"







  
  
    My son is leaning fast thank for providing this in amazon platform.
  
"
4.0 out of 5 stars,"







  
  
    Outer box should be more good and rugged
  
"
5.0 out of 5 stars,"







  
  
    Worthy gift to your below 3 years kid to enrich their learning experience.
  
"
3.0 out of 5 stars,"







  
  
    Quality is good
  
"
4.0 out of 5 stars,"







  
  
    Collection is good, with attractive colors!!!Though smaller in sizeBetter u let ur child be engaged with this rather than Mobile phonesSlightly over priced
  
"
5.0 out of 5 stars,"







  
  
    My kid like these books a lot . Easy to hold for him and the pics in each page are attractive too . Its a board book hence, quite durable .
  
"
5.0 out of 5 stars,"







  
  
    Little bit small book but excellent collection 👌👍....my son is very happy
  
"
5.0 out of 5 stars,"







  
  
    Nice books collection.. attractive colour combinations..
  
"
4.0 out of 5 stars,"







  
  
    Good for kids. Hard cover books
  
"
3.0 out of 5 stars,"







  
  
    Size is very small , otherwise good product .
  
"
5.0 out of 5 stars,"







  
  
    Bit pricy but quality is excellent.  Loved it for my kid
  
"
5.0 out of 5 stars,"







  
  
    Useful Product. Value for Money
  
"
5.0 out of 5 stars,"







  
  
    Best product i have ever bought on amazon... Wonderful...my child really liked it... 10 out of 10 for this product
  
"
4.0 out of 5 stars,"







  
  
    All are good but if you are buying for 2-3yrs kids then choose some more colourful books.
  
"
5.0 out of 5 stars,"







  
  
    Pictures are real (not cartoon) which is the beast part, also the quality is really good, it is thick cardboard like, which the child cannot tear.
  
"
5.0 out of 5 stars,"







  
  
    Very good product. My son loved it very much and very easy to handle it for the children
  
"
5.0 out of 5 stars,"







  
  
    Perfect learning tool for kids. Great way to introduce them to learning basics in fun way. The edges are curved, gud for babies who can't read but atleast can see pictures.
  
"
5.0 out of 5 stars,"







  
  
    superb collection of all at one place
  
"
5.0 out of 5 stars,"







  
  
    It's very nice product. Very good books for toddler. My baby girl is using this at age of 1year 6 months. She loved the books and pictures present in it.
  
"
5.0 out of 5 stars,"







  
  
    Excellent quality..my 1.5 years old daughter loves it very much..the sizeis apt gor toddlers to hold it
  
"
5.0 out of 5 stars,"







  
  
    Handy books... Good quality pictures.
  
"
5.0 out of 5 stars,"







  
  
    I would recommend this book set for kids <3yr. They come with good quality and tough pages so chances of your kids tearing them are very less.
  
"
5.0 out of 5 stars,"







  
  
    Best products for kids 2-3 age. Best use in lockdown.. My kid enjoy learning things.
  
"
5.0 out of 5 stars,"







  
  
    Very helpful for basic learningMust have product to begain with
  
"
2.0 out of 5 stars,"







  
  
    Very dull colours. This was not expected. Not recommended to buy.
  
"
5.0 out of 5 stars,"







  
  
    Very nice for kids as they feel attracted towards the books nd can't tear them easily as books are made of good quality paper coated plastic.
  
"
5.0 out of 5 stars,"







  
  
    Tiny palm sized books that my toddler loves to look at and good to teach objects names.
  
"
5.0 out of 5 stars,"







  
  
    Good book!Best quality!
  
"
5.0 out of 5 stars,"







  
  
    Nice and good for small children....
  
"
5.0 out of 5 stars,"







  
  
    Good  for visual learning
  
"
5.0 out of 5 stars,"







  
  
    My 1.3 year old boy use it while popping. Like foreigner. Will be tell his own shout by turning the boards. Very funny. Nice one. Much buy
  
"
4.0 out of 5 stars,"







  
  
    Good product..little mistake in bird book..but nice collection
  
"
4.0 out of 5 stars,"







  
  
    Good collection of contents for child. Could add body parts also which is not there currently
  
"
4.0 out of 5 stars,"







  
  
    Good quality & Durable but very costly looking at size & content. Rs 350 - Rs 400 should be the ideal price.
  
"
5.0 out of 5 stars,"







  
  
    Very good quality, good packing, value for money ......useful for my 10month old as well as 6yrs old
  
"
5.0 out of 5 stars,"







  
  
    The best thing is the quality of the books is really good. I have a naughty kid who keeps tearing her books. Thankfully these books are still safe. 😄
  
"
5.0 out of 5 stars,"







  
  
    Books have very good quality pictures, bright colors. Childrens can't tare it down easily, sturdy.
  
"
